"","PROBEID","SYMBOL","ENTREZID"
"2199","236700_at","EIF3CL","728689"
"2202","205436_s_at","H2AX","3014"
"2203","242539_at","DIS3L2","129563"
"2204","224928_at","SETD7","80854"
"2206","214140_at","SLC25A16","8034"
"2208","227947_at","PHACTR2","9749"
"2210","202619_s_at","PLOD2","5352"
"2214","209189_at","FOS","2353"
"2215","209122_at","PLIN2","123"
"2216","224937_at","PTGFRN","5738"
"2217","229479_at","LINC01614","105373869"
"2219","210052_s_at","TPX2","22974"
"2220","215169_at","SLC35E2A","9906"
"2221","204351_at","S100P","6286"
"2222","204748_at","PTGS2","5743"
"2223","203810_at","DNAJB4","11080"
"2224","55093_at","CHPF2","54480"
"2225","203431_s_at","ARHGAP32","9743"
"2226","201242_s_at","ATP1B1","481"
"2227","214697_s_at","PTBP3","9991"
"2228","214291_at","RPL17","6139"
"2229","214291_at","RPL17-C18orf32","100526842"
"2230","221843_s_at","MEAK7","57707"
"2231","203145_at","SPAG5","10615"
"2235","209009_at","ESD","2098"
"2236","210612_s_at","SYNJ2","8871"
"2237","226636_at","PLD1","5337"
"2238","1565162_s_at","MGST1","4257"
"2239","221558_s_at","LEF1","51176"
"2240","203920_at","NR1H3","10062"
"2241","223540_at","NECTIN4","81607"
"2242","202575_at","CRABP2","1382"
"2243","236262_at","MMRN2","79812"
"2244","203574_at","NFIL3","4783"
"2246","1556373_a_at","FAM185A","222234"
"2248","225009_at","CMTM4","146223"
"2249","223381_at","NUF2","83540"
"2251","1566191_at","SUZ12","23512"
"2252","210640_s_at","GPER1","2852"
"2253","208944_at","TGFBR2","7048"
"2254","225687_at","SACK1D","81610"
"2255","209048_s_at","ZMYND8","23613"
"2256","205528_s_at","RUNX1T1","862"
"2258","209191_at","TUBB6","84617"
"2261","212419_at","ZCCHC24","219654"
"2262","240168_at","XPO7","23039"
"2263","212157_at","SDC2","6383"
"2264","231166_at","GPR155","151556"
"2265","206949_s_at","RUSC1","23623"
"2267","223296_at","SLC25A33","84275"
"2268","218590_at","TWNK","56652"
"2270","200708_at","GOT2","2806"
"2271","205139_s_at","UST","10090"
"2272","201058_s_at","MYL9","10398"
"2273","1558486_at","ZNF493","284443"
"2274","202743_at","PIK3R3","8503"
"2275","201041_s_at","DUSP1","1843"
"2277","213226_at","CCNA2","890"
"2278","227808_at","DNAJC15","29103"
"2280","226522_at","PODN","127435"
"2281","203790_s_at","RIDA","10247"
"2282","212950_at","ADGRF5","221395"
"2283","212353_at","SULF1","23213"
"2284","219360_s_at","TRPM4","54795"
"2286","224480_s_at","GPAT3","84803"
"2287","202995_s_at","FBLN1","2192"
"2295","225639_at","SKAP2","8935"
"2296","232968_at","FANK1","92565"
"2297","225354_s_at","SH3BGRL2","83699"
"2298","232034_at","LINC00537","203274"
"2300","219979_s_at","HIKESHI","51501"
"2301","227232_at","EVL","51466"
"2302","204858_s_at","TYMP","1890"
"2303","201853_s_at","CDC25B","994"
"2304","228654_at","SPIN4","139886"
"2305","202862_at","FAH","2184"
"2307","222988_s_at","TMEM9","252839"
"2308","216836_s_at","ERBB2","2064"
"2310","202187_s_at","PPP2R5A","5525"
"2313","235102_x_at","SNORD3B-1","26851"
"2314","235102_x_at","SNORD3A","780851"
"2315","235102_x_at","SNORD3B-2","780852"
"2316","235102_x_at","SNORD3C","780853"
"2317","209215_at","SLC75A1","10227"
"2318","202311_s_at","COL1A1","1277"
"2319","201221_s_at","SNRNP70","6625"
"2324","209035_at","MDK","4192"
"2325","223978_s_at","CRLS1","54675"
"2328","209655_s_at","TMEM47","83604"
"2330","226302_at","ATP8B1","5205"
"2332","205164_at","GCAT","23464"
"2333","218974_at","SOBP","55084"
"2334","215388_s_at","CFHR1","3078"
"2337","225911_at","NPNT","255743"
"2338","201034_at","ADD3","120"
"2339","227417_at","MTARC2","54996"
"2340","203066_at","CHST15","51363"
"2341","227498_at","SOX6","55553"
"2342","230250_at","PTPRB","5787"
"2344","210172_at","SF1","7536"
"2345","218662_s_at","NCAPG","64151"
"2346","221802_s_at","SHTN1","57698"
"2348","212875_s_at","C2CD2","25966"
"2350","218686_s_at","RHBDF1","64285"
"2352","229910_at","SHE","126669"
"2353","221215_s_at","RIPK4","54101"
"2355","1556126_s_at","GPATCH2","55105"
"2356","216952_s_at","LMNB2","84823"
"2357","213424_at","MATCAP2","23366"
"2358","224724_at","SULF2","55959"
"2360","236534_at","BNIPL","149428"
"2361","204235_s_at","GULP1","51454"
"2364","212335_at","GNS","2799"
"2365","206953_s_at","ADGRL2","23266"
"2366","224917_at","VMP1","81671"
"2367","224917_at","MIR21","406991"
"2368","213364_s_at","SNX1","6642"
"2369","201030_x_at","LDHB","3945"
"2370","226272_at","RCAN3","11123"
"2371","238419_at","PHLDB2","90102"
"2372","229276_at","IGSF9","57549"
"2373","202422_s_at","ACSL4","2182"
"2375","206385_s_at","ANK3","288"
"2376","228972_at","PITPNA-AS1","100306951"
"2378","213005_s_at","KANK1","23189"
"2380","225017_at","CCDC14","64770"
"2381","229125_at","KANK4","163782"
"2382","228415_at","AP1S2","8905"
"2383","242712_x_at","RANBP2","5903"
"2384","242712_x_at","RGPD5","84220"
"2385","242712_x_at","RGPD4","285190"
"2386","242712_x_at","RGPD1","400966"
"2387","242712_x_at","RGPD3","653489"
"2388","242712_x_at","RGPD8","727851"
"2389","242712_x_at","RGPD6","729540"
"2390","242712_x_at","RGPD2","729857"
"2391","227163_at","GSTO2","119391"
"2392","223278_at","GJB2","2706"
"2393","214769_at","CLCN4","1183"
"2394","202923_s_at","GCLC","2729"
"2395","230653_at","LOC105369228","105369228"
"2396","228560_at","CHDH","55349"
"2397","204787_at","VSIG4","11326"
"2399","214782_at","CTTN","2017"
"2401","225191_at","CIRBP","1153"
"2403","202069_s_at","IDH3A","3419"
"2404","241937_s_at","WDR4","10785"
"2406","230968_at","HDAC9","9734"
"2407","202016_at","MEST","4232"
"2413","225280_x_at","ARSD","414"
"2414","219411_at","ELMO3","79767"
"2415","203035_s_at","PIAS3","10401"
"2418","209403_at","TBC1D3E","102723859"
"2419","209403_at","TBC1D3F","84218"
"2420","209403_at","TBC1D3B","414059"
"2421","209403_at","TBC1D3C","414060"
"2422","209403_at","TBC1D3","729873"
"2423","209403_at","TBC1D3H","729877"
"2424","209403_at","TBC1D3G","101060321"
"2425","209403_at","TBC1D3K","101060351"
"2426","209403_at","TBC1D3L","101060376"
"2427","209403_at","TBC1D3D","101060389"
"2428","209403_at","TBC1D3I","102724862"
"2430","228551_at","DENND5B","160518"
"2431","206546_at","SYCP2","10388"
"2433","224999_at","EGFR","1956"
"2435","202790_at","CLDN7","1366"
"2436","218487_at","ALAD","210"
"2437","203886_s_at","FBLN2","2199"
"2440","208671_at","SERINC1","57515"
"2443","238647_at","DORIP1","122525"
"2448","223211_at","HACL1","26061"
"2451","209774_x_at","CXCL2","2920"
"2452","228950_s_at","WLS","79971"
"2453","238688_at","TPM1","7168"
"2456","219288_at","CEP15","57415"
"2459","222848_at","CENPK","64105"
"2460","218698_at","APIP","51074"
"2461","228708_at","RAB27B","5874"
"2462","222731_at","ZDHHC2","51201"
"2468","217143_s_at","TRDC","28526"
"2469","202890_at","MAP7","9053"
"2470","204976_s_at","AMMECR1","9949"
"2471","204677_at","CDH5","1003"
"2473","201843_s_at","EFEMP1","2202"
"2474","205619_s_at","MEOX1","4222"
"2476","213353_at","ABCA5","23461"
"2477","214696_at","MIR22HG","84981"
"2478","213050_at","COBL","23242"
"2482","226706_at","QSOX1","5768"
"2483","201818_at","LPCAT1","79888"
"2485","213133_s_at","GCSH","2653"
"2487","200782_at","ANXA5","308"
"2488","201010_s_at","TXNIP","10628"
"2489","212686_at","PPM1H","57460"
"2490","221245_s_at","FZD5","7855"
"2491","234192_s_at","GKAP1","80318"
"2492","202613_at","CTPS1","1503"
"2493","213187_x_at","FTL","2512"
"2494","226121_at","DHRS13","147015"
"2495","225065_x_at","SNHG29","125144"
"2499","202039_at","MYO18A","399687"
"2500","222258_s_at","SH3BP4","23677"
"2506","208296_x_at","TNFAIP8","25816"
"2507","227062_at","NEAT1","283131"
"2508","225014_at","SMIM20","389203"
"2510","204444_at","KIF11","3832"
"2513","1554287_at","TRIM4","89122"
"2515","225968_at","PRICKLE2","166336"
"2517","224568_x_at","MALAT1","378938"
"2518","226818_at","MPEG1","219972"
"2519","203764_at","DLGAP5","9787"
"2520","222514_at","RRAGC","64121"
"2522","222744_s_at","TMLHE","55217"
"2523","205226_at","PDGFRL","5157"
"2525","208610_s_at","SRRM2","23524"
"2527","207469_s_at","PIR","8544"
"2529","202861_at","PER1","5187"
"2530","227840_at","C2orf76","130355"
"2531","220199_s_at","AIDA","64853"
"2536","223229_at","UBE2T","29089"
"2538","229800_at","DCLK1","9201"
"2543","223437_at","PPARA","5465"
"2545","203335_at","PHYH","5264"
"2548","1566557_at","BAIAP2-DT","440465"
"2549","218418_s_at","KANK2","25959"
"2550","200785_s_at","LRP1","4035"
"2551","203498_at","RCAN2","10231"
"2552","209502_s_at","BAIAP2","10458"
"2553","227755_at","ERN1","2081"
"2554","219474_at","C3orf52","79669"
"2555","202350_s_at","MATN2","4147"
"2556","216598_s_at","CCL2","6347"
"2559","202709_at","FMOD","2331"
"2560","210764_s_at","CCN1","3491"
"2561","204600_at","EPHB3","2049"
"2566","225230_at","DRAM2","128338"
"2568","226039_at","MGAT4A","11320"
"2569","202183_s_at","KIF22","3835"
"2570","222689_at","ACER3","55331"
"2572","228051_at","ARFGEF3","57221"
"2573","212397_at","RDX","5962"
"2576","209343_at","EFHD1","80303"
"2583","202095_s_at","BIRC5","332"
"2584","218355_at","KIF4A","24137"
"2587","238012_at","DPP7","29952"
"2588","226653_at","MARK1","4139"
"2589","227780_s_at","ECSCR","641700"
"2591","206074_s_at","HMGA1","3159"
"2594","213459_at","RPL37A","6168"
"2598","202017_at","EPHX1","2052"
"2599","219304_s_at","PDGFD","80310"
"2600","228868_x_at","CDT1","81620"
"2601","204326_x_at","MT1X","4501"
"2602","207943_x_at","PLAGL1","5325"
"2603","221768_at","SFPQ","6421"
"2604","204939_s_at","PLN","5350"
"2607","221765_at","UGCG","7357"
"2608","214761_at","ZNF423","23090"
"2609","223349_s_at","BOK","666"
"2611","222835_at","THSD4","79875"
"2612","224840_at","FKBP5","2289"
"2613","212766_s_at","ISG20L2","81875"
"2614","228185_at","ZNF25","219749"
"2616","205483_s_at","ISG15","9636"
"2620","211996_s_at","NPIPB13","613037"
"2623","209016_s_at","KRT7","3855"
"2624","225293_at","COL27A1","85301"
"2626","229308_at","ANKRD29","147463"
"2630","209074_s_at","FAM107A","11170"
"2631","201170_s_at","BHLHE40","8553"
"2632","213844_at","HOXA5","3202"
"2633","205739_x_at","ZNF107","51427"
"2634","235561_at","TXNL1","9352"
"2636","201848_s_at","BNIP3","664"
"2637","218491_s_at","THYN1","29087"
"2638","205951_at","MYH1","4619"
"2639","221381_s_at","MORF4","10934"
"2640","221381_s_at","MORF4L1","10933"
"2641","209596_at","MXRA5","25878"
"2644","213887_s_at","POLR2E","5434"
"2645","209946_at","VEGFC","7424"
"2646","242722_at","LMO7","4008"
"2647","224610_at","SNHG1","23642"
"2648","230712_at","NBPF1","55672"
"2649","230712_at","LOC102724250","102724250"
"2650","207480_s_at","MEIS2","4212"
"2651","228455_at","RBM15","64783"
"2653","212915_at","PDZRN3","23024"
"2654","209803_s_at","PHLDA2","7262"
"2655","204220_at","GMFG","9535"
"2656","222621_at","DNAJC1","64215"
"2661","223374_s_at","B3GALNT1","8706"
"2663","1555419_a_at","ASAH1","427"
"2664","242389_at","LUC7L3","51747"
"2665","213960_at","NTRK3","4916"
"2667","222486_s_at","ADAMTS1","9510"
"2671","222826_at","BLOC1S6","26258"
"2672","209488_s_at","RBPMS","11030"
"2673","222714_s_at","LACTB2","51110"
"2674","226326_at","PCGF5","84333"
"2675","226792_s_at","KIFC2","90990"
"2678","209868_s_at","RBMS1","5937"
"2679","211071_s_at","MLLT11","10962"
"2680","203911_at","RAP1GAP","5909"
"2683","207809_s_at","ATP6AP1","537"
"2684","202546_at","VAMP8","8673"
"2686","222043_at","CLU","1191"
"2687","226499_at","NRARP","441478"
"2688","209959_at","NR4A3","8013"
"2691","214744_s_at","RPL23","9349"
"2692","201005_at","CD9","928"
"2693","216804_s_at","PDLIM5","10611"
"2694","220233_at","FBXO17","115290"
"2695","1554608_at","TGOLN2","10618"
"2696","204565_at","ACOT13","55856"
"2697","209436_at","SPON1","10418"
"2698","215248_at","GRB10","2887"
"2699","229831_at","CNTN3","5067"
"2701","200800_s_at","HSPA1A","3303"
"2702","200800_s_at","HSPA1B","3304"
"2704","225681_at","CTHRC1","115908"
"2706","204679_at","KCNK1","3775"
"2707","227429_at","CRACR2B","283229"
"2708","222336_at","SMIM14","201895"
"2710","223849_s_at","MOV10","4343"
"2712","221427_s_at","CCNL2","81669"
"2714","212192_at","KCTD12","115207"
"2715","208158_s_at","OSBPL1A","114876"
"2718","229498_at","MBNL3","55796"
"2719","201195_s_at","SLC7A5","8140"
"2720","219454_at","EGFL6","25975"
"2722","218959_at","HOXC10","3226"
"2724","203186_s_at","S100A4","6275"
"2725","239278_at","BCAS4","55653"
"2726","218486_at","KLF11","8462"
"2727","204359_at","FLRT2","23768"
"2728","225627_s_at","CACHD1","57685"
"2729","204033_at","TRIP13","9319"
"2731","227063_at","TMEM256","254863"
"2733","203002_at","AMOTL2","51421"
"2734","204396_s_at","GRK5","2869"
"2736","218931_at","RAB17","64284"
"2737","213931_at","ID2","3398"
"2738","213931_at","ID2B","84099"
"2739","209173_at","AGR2","10551"
"2740","222958_s_at","DEPDC1","55635"
"2741","225107_at","HNRNPA2B1","3181"
"2742","222496_s_at","RBM47","54502"
"2743","204162_at","NDC80","10403"
"2744","1558732_at","MAP4K4","9448"
"2745","212614_at","ARID5B","84159"
"2746","236798_at","SNHG33","100505687"
"2747","204011_at","SPRY2","10253"
"2748","226558_at","LOC389834","389834"
"2749","226558_at","MAFIP","727764"
"2750","226558_at","TEKT4P2","100132288"
"2751","226558_at","LOC105379273","105379273"
"2752","229367_s_at","GIMAP6","474344"
"2754","1555778_a_at","POSTN","10631"
"2755","223623_at","ECRG4","84417"
"2756","202075_s_at","PLTP","5360"
"2757","225381_at","MIR100HG","399959"
"2759","212298_at","NRP1","8829"
"2761","203256_at","CDH3","1001"
"2762","205433_at","BCHE","590"
"2764","219257_s_at","SPHK1","8877"
"2765","204078_at","P3H4","10609"
"2767","218704_at","RNF43","54894"
"2768","242281_at","GLUL","2752"
"2769","212810_s_at","SLC1A4","6509"
"2771","238673_at","SAMD12","401474"
"2772","204379_s_at","FGFR3","2261"
"2774","225651_at","UBE2E2","7325"
"2775","203259_s_at","HDDC2","51020"
"2776","211744_s_at","CD58","965"
"2777","205180_s_at","ADAM8","101"
"2778","208699_x_at","TKT","7086"
"2780","221760_at","MAN1A1","4121"
"2781","214774_x_at","TOX3","27324"
"2783","1554769_at","ZNF785","146540"
"2785","204834_at","FGL2","10875"
"2788","201951_at","ALCAM","214"
"2791","203608_at","ALDH5A1","7915"
"2793","36499_at","CELSR2","1952"
"2794","208964_s_at","FADS1","3992"
"2795","230180_at","DDX17","10521"
"2796","204683_at","ICAM2","3384"
"2797","226150_at","PLPP5","84513"
"2798","225108_at","AGPS","8540"
"2799","203688_at","PKD2","5311"
"2800","202073_at","OPTN","10133"
"2801","222240_s_at","ISYNA1","51477"
"2802","202404_s_at","COL1A2","1278"
"2803","206043_s_at","ATP2C2","9914"
"2805","223214_s_at","ZHX1","11244"
"2807","38487_at","STAB1","23166"
"2810","219786_at","TESMIN","9633"
"2811","213258_at","TFPI","7035"
"2812","210652_s_at","TTC39A","22996"
"2814","205871_at","PLGLB2","5342"
"2815","205871_at","PLGLB1","5343"
"2817","203430_at","HEBP2","23593"
"2818","239049_at","CRIPT","9419"
"2819","215470_at","GTF2H2B","653238"
"2820","209890_at","TSPAN5","10098"
"2821","202357_s_at","CFB","629"
"2824","222614_at","RWDD2B","10069"
"2827","230641_at","ICA1-AS1","100505938"
"2828","227046_at","SLC39A11","201266"
"2830","232231_at","RUNX2","860"
"2831","210130_s_at","TM7SF2","7108"
"2832","202762_at","ROCK2","9475"
"2833","228069_at","MTFR2","113115"
"2834","209380_s_at","ABCC5","10057"
"2835","200883_at","UQCRC2","7385"
"2837","232676_x_at","MYEF2","50804"
"2838","204510_at","CDC7","8317"
"2839","213135_at","TIAM1","7074"
"2842","209695_at","PTP4A3","11156"
"2843","223395_at","ABI3BP","25890"
"2846","204731_at","TGFBR3","7049"
"2848","200884_at","CKB","1152"
"2850","204709_s_at","KIF23","9493"
"2851","204962_s_at","CENPA","1058"
"2853","201105_at","LGALS1","3956"
"2854","210220_at","FZD2","2535"
"2855","228850_s_at","SLIT2","9353"
"2856","228372_at","TMEM273","170371"
"2857","230093_at","RSPH1","89765"
"2858","204897_at","PTGER4","5734"
"2859","212187_x_at","PTGDS","5730"
"2860","205047_s_at","ASNS","440"
"2861","203304_at","BAMBI","25805"
"2862","203640_at","MBNL2","10150"
"2863","210889_s_at","FCGR2B","2213"
"2868","226863_at","FAM110C","642273"
"2874","209199_s_at","MEF2C","4208"
"2876","218211_s_at","MLPH","79083"
"2877","234464_s_at","EME1","146956"
"2878","200670_at","XBP1","7494"
"2879","202986_at","ARNT2","9915"
"2881","224374_s_at","EMILIN2","84034"
"2882","1568838_at","WASIR2","100132169"
"2883","203397_s_at","GALNT3","2591"
"2884","240304_s_at","TMC5","79838"
"2886","204363_at","F3","2152"
"2887","227386_s_at","TMEM200B","399474"
"2888","227099_s_at","C11orf96","387763"
"2889","209366_x_at","CYB5A","1528"
"2891","204929_s_at","VAMP5","10791"
"2892","205141_at","ANG","283"
"2895","222819_at","CTPS2","56474"
"2900","202145_at","LY6E","4061"
"2902","230748_at","SLC16A6","9120"
"2903","221666_s_at","PYCARD","29108"
"2905","232083_at","KIF16B","55614"
"2907","212667_at","SPARC","6678"
"2908","209969_s_at","STAT1","6772"
"2909","213913_s_at","TBC1D30","23329"
"2911","203362_s_at","MAD2L1","4085"
"2914","210006_at","ABHD14A","25864"
"2915","213568_at","OSR2","116039"
"2916","212558_at","SPRY1","10252"
"2917","235170_at","ZNF92","168374"
"2918","203803_at","PCYOX1","51449"
"2921","228175_at","SLC4A8","9498"
"2922","210117_at","SPAG1","6674"
"2926","213103_at","STARD13","90627"
"2927","230660_at","SERTAD4","56256"
"2929","214039_s_at","LAPTM4B","55353"
"2930","209737_at","MAGI2","9863"
"2931","204646_at","DPYD","1806"
"2932","210069_at","CPT1B","1375"
"2933","210069_at","CHKB-CPT1B","386593"
"2934","204508_s_at","CA12","771"
"2935","218236_s_at","PRKD3","23683"
"2936","227342_s_at","MYEOV","26579"
"2937","1556821_x_at","DLEU2","8847"
"2938","223220_s_at","PARP9","83666"
"2942","201116_s_at","CPE","1363"
"2943","219148_at","PBK","55872"
"2944","216222_s_at","MYO10","4651"
"2946","209875_s_at","SPP1","6696"
"2947","203038_at","PTPRK","5796"
"2949","223084_s_at","CCNDBP1","23582"
"2950","204567_s_at","ABCG1","9619"
"2952","218854_at","DSE","29940"
"2954","230416_at","PDZD8","118987"
"2955","209276_s_at","GLRX","2745"
"2956","202376_at","SERPINA3","12"
"2958","203131_at","PDGFRA","5156"
"2959","1566342_at","SOD2","6648"
"2962","228063_s_at","NAP1L5","266812"
"2963","222847_s_at","EGLN3","112399"
"2966","228806_at","RORC","6097"
"2968","212233_at","MAP1B","4131"
"2969","212242_at","TUBA4A","7277"
"2970","204942_s_at","ALDH3B2","222"
"2971","227566_at","NTM","50863"
"2972","227697_at","SOCS3","9021"
"2973","201710_at","MYBL2","4605"
"2974","210469_at","DLG5","9231"
"2975","214239_x_at","PCGF2","7703"
"2976","227224_at","RALGPS2","55103"
"2978","202260_s_at","STXBP1","6812"
"2980","218885_s_at","GALNT12","79695"
"2982","230187_s_at","LOC101927268","101927268"
"2983","230187_s_at","LOC102724851","102724851"
"2986","201118_at","PGD","5226"
"2988","225806_at","AJUBA","84962"
"2989","226961_at","PRR15","222171"
"2990","205794_s_at","NOVA1","4857"
"2991","207808_s_at","PROS1","5627"
"2992","218191_s_at","LMBRD1","55788"
"2993","217028_at","CXCR4","7852"
"2994","219768_at","VTCN1","79679"
"2996","226246_at","KCTD1","284252"
"2998","202609_at","EPS8","2059"
"2999","206584_at","LY96","23643"
"3002","218368_s_at","TNFRSF12A","51330"
"3004","225163_at","FRMD4A","55691"
"3005","232346_at","LINC02591","388692"
"3006","214250_at","NUMA1","4926"
"3007","235651_at","TTC22","55001"
"3008","225834_at","FAM72C","554282"
"3009","225834_at","FAM72B","653820"
"3010","225834_at","FAM72D","728833"
"3011","225834_at","FAM72A","729533"
"3012","214651_s_at","HOXA9","3205"
"3013","214651_s_at","HOXA10-HOXA9","100534589"
"3015","1555989_at","DAAM1","23002"
"3017","238481_at","MGP","4256"
"3019","217771_at","GOLM1","51280"
"3020","203780_at","MPZL2","10205"
"3025","205807_s_at","TUFT1","7286"
"3026","204352_at","TRAF5","7188"
"3027","230147_at","F2RL2","2151"
"3029","221731_x_at","VCAN","1462"
"3031","203628_at","IGF1R","3480"
"3032","226456_at","RMI2","116028"
"3034","204364_s_at","REEP1","65055"
"3036","217865_at","RNF130","55819"
"3037","204224_s_at","GCH1","2643"
"3038","230417_at","GALNT16","57452"
"3040","226424_at","CAPS","828"
"3043","231897_at","PTGR1","22949"
"3044","218804_at","ANO1","55107"
"3045","204971_at","CSTA","1475"
"3047","201387_s_at","UCHL1","7345"
"3049","202388_at","RGS2","5997"
"3051","209471_s_at","FNTA","2339"
"3052","229377_at","GRTP1","79774"
"3053","218404_at","SNX10","29887"
"3056","1558281_a_at","TMEM184A","202915"
"3059","1555037_a_at","IDH1","3417"
"3061","228665_at","CYYR1","116159"
"3062","212489_at","COL5A1","1289"
"3063","200953_s_at","CCND2","894"
"3064","241368_at","PLIN5","440503"
"3068","202580_x_at","FOXM1","2305"
"3070","214375_at","PPFIBP1","8496"
"3072","211985_s_at","CALM2","805"
"3073","224997_x_at","H19","283120"
"3074","226814_at","ADAMTS9","56999"
"3076","227708_at","EEF1A1","1915"
"3077","226473_at","CBX2","84733"
"3078","204990_s_at","ITGB4","3691"
"3079","219389_at","SUSD4","55061"
"3080","236293_at","RHOH","399"
"3081","208527_x_at","H2BC6","8344"
"3082","219317_at","POLI","11201"
"3083","209714_s_at","CDKN3","1033"
"3086","226325_at","ADSS1","122622"
"3088","204236_at","FLI1","2313"
"3090","205499_at","SRPX2","27286"
"3091","201313_at","ENO2","2026"
"3092","228360_at","LYPD6B","130576"
"3093","223551_at","PKIB","5570"
"3095","211966_at","COL4A2","1284"
"3098","1555982_at","ZFYVE16","9765"
"3100","230388_s_at","KANSL1-AS1","644246"
"3101","229105_at","GPR39","2863"
"3102","204823_at","NAV3","89795"
"3103","204475_at","MMP1","4312"
"3104","202088_at","SLC39A6","25800"
"3108","225496_s_at","SYTL2","54843"
"3109","201427_s_at","SELENOP","6414"
"3111","1556474_a_at","LOC285097","285097"
"3113","202672_s_at","ATF3","467"
"3116","204688_at","SGCE","8910"
"3118","236496_at","DEGS2","123099"
"3119","227804_at","TLCD1","116238"
"3120","205376_at","INPP4B","8821"
"3121","204070_at","PLAAT4","5920"
"3122","219476_at","C1orf116","79098"
"3123","221667_s_at","HSPB8","26353"
"3124","201149_s_at","TIMP3","7078"
"3125","204533_at","CXCL10","3627"
"3127","219630_at","PDZK1IP1","10158"
"3128","206110_at","H3C10","8357"
"3132","225342_at","AK4","205"
"3133","205419_at","GPR183","1880"
"3134","208891_at","DUSP6","1848"
"3137","229287_at","PCNX1","22990"
"3140","211657_at","CEACAM6","4680"
"3142","223691_at","RGS22","26166"
"3143","227450_at","ERP27","121506"
"3145","201525_at","APOD","347"
"3146","207131_x_at","GGT1","2678"
"3147","207131_x_at","GGTLC2","91227"
"3148","207131_x_at","GGTLC1","92086"
"3149","207131_x_at","GGT2P","728441"
"3150","207131_x_at","LOC102724197","102724197"
"3151","212724_at","RND3","390"
"3152","229245_at","PLEKHA6","22874"
"3153","227480_at","SUSD2","56241"
"3154","219215_s_at","SLC39A4","55630"
"3155","202992_at","C7","730"
"3156","226022_at","SASH1","23328"
"3157","216973_s_at","HOXB7","3217"
"3158","204675_at","SRD5A1","6715"
"3159","210108_at","CACNA1D","776"
"3160","224952_at","TANC2","26115"
"3161","229499_at","CAPN13","92291"
"3162","218640_s_at","PLEKHF2","79666"
"3163","238584_at","DRC11","79781"
"3165","206326_at","GRP","2922"
"3166","225078_at","EMP2","2013"
"3167","202007_at","NID1","4811"
"3168","202856_s_at","SLC16A3","9123"
"3170","207109_at","POU2F3","25833"
"3172","229147_at","RASSF6","166824"
"3173","214038_at","CCL8","6355"
"3176","219359_at","PGGHG","80162"
"3178","244264_at","KLRG2","346689"
"3179","210387_at","NCALD","83988"
"3180","210387_at","H2BC8","8339"
"3181","201645_at","TNC","3371"
"3182","224925_at","PREX1","57580"
"3185","218888_s_at","NETO2","81831"
"3186","213358_at","MTCL1","23255"
"3187","224367_at","BEX2","84707"
"3188","219010_at","INAVA","55765"
"3189","1553678_a_at","ITGB1","3688"
"3190","202112_at","VWF","7450"
"3192","217901_at","DSG2","1829"
"3194","202708_s_at","H2BC21","8349"
"3195","205190_at","PLS1","5357"
"3196","204415_at","IFI6","2537"
"3197","225817_at","CGNL1","84952"
"3198","215043_s_at","GUSBP15","11042"
"3202","243296_at","NAMPT","10135"
"3204","201850_at","CAPG","822"
"3205","221019_s_at","COLEC12","81035"
"3206","206247_at","MICB","4277"
"3208","209498_at","CEACAM1","634"
"3209","202307_s_at","TAP1","6890"
"3211","227556_at","NME7","29922"
"3212","226419_s_at","SRSF1","6426"
"3215","229964_at","C9orf152","401546"
"3216","208161_s_at","ABCC3","8714"
"3217","221582_at","H2AC25","92815"
"3218","204776_at","THBS4","7060"
"3220","204457_s_at","GAS1","2619"
"3221","202409_at","IGF2","3481"
"3222","202409_at","INS-IGF2","723961"
"3223","215049_x_at","CD163","9332"
"3224","1556666_a_at","TTC6","319089"
"3226","203936_s_at","MMP9","4318"
"3227","201858_s_at","SRGN","5552"
"3228","219654_at","HACD1","9200"
"3229","227769_at","GPR27","2850"
"3230","227966_s_at","CCDC74A","90557"
"3231","227966_s_at","CCDC74B","91409"
"3232","229030_at","CAPN8","388743"
"3233","55616_at","PGAP3","93210"
"3234","239468_at","MKX","283078"
"3235","206082_at","HCP5","10866"
"3236","211712_s_at","ANXA9","8416"
"3237","212776_s_at","OBSL1","23363"
"3238","202718_at","IGFBP2","3485"
"3239","222760_at","ZNF703","80139"
"3243","205357_s_at","AGTR1","185"
"3244","225915_at","CAB39L","81617"
"3245","229119_s_at","ZSWIM7","125150"
"3246","200986_at","SERPING1","710"
"3247","228462_at","IRX2","153572"
"3248","233337_s_at","SEZ6L2","26470"
"3252","229139_at","JPH1","56704"
"3256","232202_at","SACK1B","222584"
"3257","213201_s_at","TNNT1","7138"
"3259","208788_at","ELOVL5","60481"
"3261","239153_at","HOTAIR","100124700"
"3262","203417_at","MFAP2","4237"
"3263","222453_at","CYBRD1","79901"
"3264","208146_s_at","CPVL","54504"
"3265","231766_s_at","COL12A1","1303"
"3266","227803_at","ENPP5","59084"
"3267","223949_at","TMPRSS3","64699"
"3268","219857_at","PLEKHS1","79949"
"3269","242912_at","POTEM","641455"
"3270","217867_x_at","BACE2","25825"
"3271","203637_s_at","MID1","4281"
"3272","203477_at","COL15A1","1306"
"3275","230493_at","SHISA2","387914"
"3277","213906_at","MYBL1","4603"
"3278","228974_at","ZNF677","342926"
"3279","205590_at","RASGRP1","10125"
"3280","209806_at","H2BC12","85236"
"3282","209791_at","PADI2","11240"
